VESSEL,HAUL,YEAR,CRUISE,START_LATITUDE,START_LONGITUDE,STATIONID,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,CPUE_NOHA
37,155,1989,198901,59.6595,-172.56983,O-24,82,82,7.7,1.7,0
37,155,1990,199001,57.6685,-172.775,I-25,117,117,8.9,2.5,61.24919812
37,155,1992,199201,61.9885,-173.58133,V-25,60,60,8.5,-1.5,0
37,156,1983,198301,60.66767,-173.42917,R-25,66,66,8.9,1.9,0
37,156,1984,198401,57.3485,-172.71567,H-25,119,119,8.5,3.3,7.220474833
37,156,1985,198501,57.33067,-165.21717,H-05,66,66,8.6,0.8,0
37,156,1987,198701,57.64533,-172.108,I-24,104,104,10,3.8,6.407191416
37,156,1988,198801,60.15933,-172.98317,QP2524,57,57,7.4,NA,0
37,156,1989,198901,59.82683,-172.87867,PO2524,79,79,8,1.5,0
37,156,1990,199001,57.34983,-172.71217,H-25,117,117,8.8,2.7,12.59416625
37,156,1992,199201,62.0095,-174.46517,V-26,70,70,8.4,-1.6,0
37,157,1983,198301,60.98983,-173.485,S-25,75,75,9.2,-0.1,0
37,157,1984,198401,57.0105,-172.65583,G-25,123,123,8.9,3.5,1.27432663
37,157,1985,198501,57.025,-165.2355,G-05,70,70,8.5,2,0
37,157,1987,198701,55.68833,-168.1655,C-18,135,135,8.1,4.5,13.3667723
37,157,1988,198801,60.6635,-172.82817,R-24,42,42,5.2,2.9,0
37,157,1989,198901,59.99083,-172.64433,P-24,64,64,7.2,1.5,0
37,157,1990,199001,56.96567,-172.56967,G-25,123,123,8.9,3.3,80.08543825
37,157,1992,199201,61.67833,-174.432,U-26,75,75,8.8,-1.6,0
37,158,1983,198301,58.32883,-174.2865,K-27,157,157,8.3,3.8,0
37,158,1984,198401,56.6805,-172.56617,F-25,155,155,9.1,4.2,32.0877231
37,158,1985,198501,56.99667,-164.61267,G-06,68,68,8.6,1,0
37,158,1987,198701,55.99867,-168.20317,D-18,150,150,9.2,4.2,9.876395703
37,158,1988,198801,60.98817,-172.81133,S-24,66,66,7.4,-0.5,0
37,158,1989,198901,60.16367,-172.98767,QP2524,57,57,5.3,2.7,0
37,158,1990,199001,56.68917,-172.55467,F-25,134,134,9.2,3.8,30.16094305
37,158,1991,199101,62.01117,-173.69017,V-25,60,60,9.7,-1.6,0
37,158,1992,199201,61.66183,-174.98267,U-27,82,82,8.4,-1.6,0
37,159,1983,198301,58.6495,-174.26567,L-27,159,159,8.3,3.6,0
37,159,1985,198501,56.67283,-164.56967,F-06,73,73,9.2,1.8,0
37,159,1987,198701,57.02933,-173.293,G-26,144,144,8.9,4.2,0
37,159,1988,198801,61.65217,-173.48567,U-25,68,68,7.2,-1.6,0
37,159,1989,198901,60.653,-172.77133,R-24,40,40,7,3.5,0
37,159,1991,199101,61.67717,-173.66183,U-25,70,70,9.8,-1.7,0
37,159,1992,199201,61.9875,-175,V-27,77,77,8.8,-1.6,0
37,160,1983,198301,58.9875,-174.36183,M-27,130,130,8.4,2.8,0
37,160,1985,198501,56.67017,-165.193,F-05,73,73,9.6,NA,0
37,160,1987,198701,57.34917,-173.3395,H-26,121,121,9.1,4.1,25.19014431
37,160,1988,198801,61.98533,-173.51483,V-25,59,59,7.3,-1.6,0
37,160,1989,198901,60.97467,-172.825,S-24,64,64,7.4,1.5,0
37,160,1990,199001,56.70517,-171.833,F-24,121,121,7.5,3.8,37.72865907
37,160,1991,199101,61.3455,-173.55467,T-25,73,73,9.7,-1.6,0
37,160,1992,199201,62.01117,-175.83117,V-28,90,90,8.4,-1.5,0
37,161,1983,198301,59.31233,-174.449,N-27,113,113,9.2,2.3,0
37,161,1985,198501,56.34283,-165.2195,E-05,84,84,9.8,2.8,0
37,161,1987,198701,57.6745,-173.39883,I-26,146,146,9,4.2,24.07205833
37,161,1988,198801,62.00033,-174.37683,V-26,71,71,7.5,-1.6,0
37,161,1989,198901,60.9925,-173.47867,S-25,73,73,8.2,1,0
37,161,1990,199001,56.99117,-172.01617,G-24,117,117,7.1,3.7,45.63725219
37,161,1991,199101,61.01417,-173.50767,S-25,75,75,9.2,-1.5,0
37,161,1992,199201,61.67817,-175.78433,U-28,93,93,8.4,-0.4,0
37,162,1983,198301,59.6695,-174.43717,O-27,117,117,9.5,1.7,0
37,162,1985,198501,56.3245,-164.62267,E-06,86,86,9.3,2.2,0
37,162,1987,198701,58.00867,-173.4845,J-26,117,117,9.5,3.9,44.54955371
37,162,1988,198801,61.66933,-174.41067,U-26,77,77,7.6,-1.6,0
37,162,1989,198901,60.99717,-174.13883,S-26,80,80,8.3,1.6,0
37,162,1990,199001,58.32183,-173.53933,K-26,115,115,8.4,2.9,30.63668931
37,162,1991,199101,60.68617,-173.467,R-25,64,64,9,0.4,0
37,162,1992,199201,61.6775,-176.4635,U-29,104,104,8.2,0.3,0
37,163,1983,198301,59.98433,-174.589,P-27,110,110,9.2,1.4,0
37,163,1985,198501,56.01333,-164.557,D-06,91,91,9.9,3,0
37,163,1987,198701,57.9995,-172.22017,J-24,104,104,9.3,3.7,7.044657138
37,163,1988,198801,61.338,-174.28267,T-26,77,77,9.1,-1.6,0
37,163,1989,198901,60.339,-174.03683,Q-26,88,88,8,1.7,0
37,163,1990,199001,58.33933,-174.19333,K-27,139,139,8.4,3.4,55.00843732
37,163,1992,199201,61.34567,-176.96883,T-30,115,115,8.6,1.1,0
37,164,1983,198301,60.31683,-174.711,Q-27,102,102,9.3,1.2,0
37,164,1985,198501,56.013,-165.14033,D-05,95,95,10.2,3.6,0
37,164,1987,198701,58.33383,-172.30833,K-24,101,101,9.4,3.3,12.70398556
37,164,1988,198801,61.009,-174.14033,S-26,82,82,NA,-1.5,0
37,164,1989,198901,60.01767,-173.9515,P-26,95,95,8.4,2.2,0.809592047
37,164,1990,199001,58.69367,-174.229,L-27,144,144,8,2.7,36.0291764
37,164,1991,199101,60.12517,-173.745,QP2625,88,88,8.4,-0.6,0
37,164,1992,199201,61.3435,-176.29783,T-29,106,106,8,0.5,0
37,165,1983,198301,60.64917,-174.75717,R-27,99,99,9.2,0.9,0
37,165,1985,198501,55.675,-165.176,C-05,108,108,9.7,4.5,9.501324529
37,165,1987,198701,58.66417,-172.36783,L-24,101,101,9.6,3.1,0
37,165,1988,198801,60.679,-174.13533,R-26,86,86,7.8,-1.2,0
37,165,1989,198901,57.0065,-173.24233,G-26,155,155,8.7,3.5,11.36702315
37,165,1990,199001,58.68833,-173.6135,L-26,126,126,8.3,2.6,79.4592642
37,165,1991,199101,59.98983,-173.95467,P-26,97,97,8.6,0.1,0
37,165,1992,199201,61.34583,-175.6025,T-28,95,95,8.2,-0.4,0
37,166,1983,198301,60.659,-176.19133,R-29,121,121,9.3,1.3,0
37,166,1985,198501,55.666,-164.614,C-06,95,95,9.2,4.3,0
37,166,1987,198701,59.052,-172.443,M-24,97,97,9.4,2.8,0
37,166,1988,198801,60.34933,-174.072,Q-26,90,90,8.2,-1.3,0
37,166,1990,199001,59.02183,-174.3565,M-27,126,126,8.3,2.4,66.12806819
37,166,1992,199201,61.01183,-175.56883,S-28,101,101,8.5,0.1,0
37,167,1983,198301,60.352,-176.0345,Q-29,124,124,9.1,1.3,0
37,167,1985,198501,55.3445,-164.559,B-06,99,99,8.5,5,0
37,167,1987,198701,59.32583,-172.49717,N-24,86,86,9.1,2.6,0
37,167,1988,198801,60.181,-174.32583,QP2726,101,101,9,0.3,0
37,167,1989,198901,57.4135,-173.37367,H-26,135,135,8.8,3.5,80.34335846
37,167,1990,199001,59.32233,-174.43633,N-27,121,121,8.2,2.2,22.773579
37,167,1992,199201,61.01417,-176.28083,S-29,110,110,8.5,0.8,0
37,168,1983,198301,60.02,-175.9375,P-29,132,132,9.1,1.7,0
37,168,1985,198501,55.3365,-165.16433,B-05,110,110,9.2,3.9,27.80406182
37,168,1987,198701,59.499,-172.88267,ON2524,93,93,9.2,2.4,0
37,168,1988,198801,60.0015,-173.96433,P-26,97,97,9.5,0.1,0
37,168,1989,198901,57.67533,-173.40567,I-26,148,148,9.1,3.4,53.12846706
37,168,1990,199001,59.6515,-174.4395,O-27,115,115,8.6,1.5,4.909001833
37,168,1991,199101,59.8315,-173.5815,PO2625,97,97,8.1,0.2,0
37,168,1992,199201,60.6805,-176.19867,R-29,119,119,8.7,0.8,0
37,169,1983,198301,59.68333,-175.86,O-29,139,139,9.1,1.8,0
37,169,1985,198501,55.01683,-165.14017,A-05,110,110,9,3.9,26.09967016
37,169,1987,198701,59.65883,-172.5465,O-24,79,79,9,1.2,0
37,169,1988,198801,59.83133,-174.232,PO2726,106,106,9.9,1.2,0
37,169,1989,198901,57.99017,-173.47933,J-26,117,117,9.3,3,31.23360492
37,169,1990,199001,60.01283,-174.605,P-27,106,106,8.7,0.4,0
37,169,1991,199101,59.6755,-173.8445,O-26,104,104,8.9,0.7,0
37,169,1992,199201,60.681,-175.45167,R-28,108,108,8.9,0.2,0
37,170,1983,198301,59.34167,-175.75167,N-29,137,137,9,1.7,0
37,170,1985,198501,54.707,-165.145,Z-05,80,80,7.8,6.1,21.25873566
37,170,1988,198801,59.67617,-173.894,O-26,104,104,8.1,1.4,0
37,170,1989,198901,58.31967,-173.56267,K-26,115,115,9.2,3,28.70854633
37,170,1990,199001,60.15533,-174.34417,QP2726,101,101,7.7,-0.3,0
37,170,1991,199101,59.51483,-173.5445,ON2625,102,102,8.8,0.8,0
37,170,1992,199201,60.34967,-175.38233,Q-28,110,110,9,0.8,0
37,171,1983,198301,59.01933,-175.73667,M-29,137,137,8.9,1.9,0
37,171,1985,198501,54.99633,-165.754,A-04,130,130,8.6,4.2,17.02395034
37,171,1987,198701,60.00933,-172.63383,P-24,64,64,9.2,0.8,0
37,171,1988,198801,59.34067,-173.80383,N-26,110,110,8.2,1.3,0
37,171,1989,198901,58.68283,-173.65267,L-26,126,126,9,3.2,25.01874435
37,171,1990,199001,60.3565,-174.7015,Q-27,102,102,7.4,-0.1,0
37,171,1991,199101,59.64283,-173.2735,O-25,97,97,8.9,0.6,0
37,171,1992,199201,60.34483,-176.033,Q-29,121,121,9,1.6,0
37,172,1983,198301,58.69667,-175.54017,L-29,137,137,9,3.2,0
37,172,1985,198501,55.005,-166.30833,A-03,143,143,9.1,4,19.75073908
37,172,1987,198701,60.167,-173.00533,QP2524,57,57,8.7,1.2,0
37,172,1988,198801,59.01983,-173.7155,M-26,117,117,8.7,1.9,7.036579659
37,172,1989,198901,58.99017,-173.70983,M-26,117,117,9,3,42.36361968
37,172,1990,199001,60.6625,-174.80217,R-27,97,97,8.1,-0.4,0
37,172,1991,199101,59.34483,-173.1495,N-25,101,101,8.9,0.8,0
37,172,1992,199201,60.00983,-175.933,P-29,128,128,9.3,1.6,0
37,173,1983,198301,58.67833,-176.81817,L-31,135,135,8.4,3.1,0
37,173,1985,198501,55.32233,-166.34733,B-03,132,132,9.6,4.1,0
37,173,1987,198701,60.66433,-172.78167,R-24,42,42,6,2.6,0
37,173,1988,198801,58.69967,-173.63867,L-26,126,126,8.7,2.8,26.84223302
37,173,1989,198901,59.32717,-173.7895,N-26,110,110,9.2,3,82.90551385
37,173,1990,199001,60.99283,-174.86933,S-27,91,91,8.4,-0.9,0
37,173,1991,199101,59.00983,-173.0835,M-25,106,106,9.5,1.4,0.628413068
37,173,1992,199201,60.0115,-175.2685,P-28,117,117,8.5,1.4,0
37,174,1983,198301,58.97867,-176.95117,M-31,137,137,8.5,2.6,0
37,174,1985,198501,55.33017,-165.8155,B-04,119,119,9.2,4,0
37,174,1987,198701,60.9945,-172.8125,S-24,64,64,7.3,0.4,0
37,174,1988,198801,58.73033,-174.76767,L-28,157,157,8.7,3.5,28.40449121
37,174,1989,198901,61.32767,-173.55817,T-25,73,73,8.4,0.4,0
37,174,1990,199001,61.31383,-174.8725,T-27,86,86,8.5,-1.5,0
37,174,1991,199101,58.68317,-173.027,L-25,112,112,9.6,1.7,1.469465406
37,174,1992,199201,59.67967,-175.12,O-28,124,124,9.1,1.8,0
37,175,1983,198301,59.002,-177.55533,M-32,137,137,8.7,2.9,0
37,175,1985,198501,55.65933,-165.79183,C-04,117,117,9.5,5.2,20.31964504
37,175,1987,198701,60.99933,-173.4955,S-25,73,73,7.1,0.4,0
37,175,1988,198801,58.9955,-175.00583,M-28,130,130,7.9,2.8,47.16876838
37,175,1989,198901,61.33467,-174.201,T-26,77,77,8.5,-0.8,0
37,175,1990,199001,61.345,-174.27867,T-26,79,79,8.3,-1.5,0
37,175,1991,199101,58.3475,-172.93367,K-25,108,108,9.6,1.7,0.822265638
37,175,1992,199201,59.34233,-175.10033,N-28,132,132,9,2.4,5.033148999
37,176,1983,198301,59.3555,-177.07283,N-31,152,152,8.5,2,0
37,176,1985,198501,55.66517,-166.35017,C-03,124,124,9.6,3.9,7.280240963
37,176,1987,198701,60.66733,-173.45533,R-25,64,64,8.8,0.9,0
37,176,1988,198801,59.31767,-175.11033,N-28,132,132,8.2,2.2,10.18523548
37,176,1989,198901,61.64533,-174.30867,U-26,75,75,NA,-0.3,0
37,176,1990,199001,61.658,-174.43733,U-26,77,77,8.1,-1.5,0
37,176,1991,199101,58.0135,-172.87283,J-25,108,108,9.8,2.5,2.777001121
37,176,1992,199201,59.00767,-175.0015,M-28,128,128,9.1,3.1,56.15415997
37,177,1983,198301,59.64983,-177.14833,O-31,177,177,8.6,2.9,0
37,177,1985,198501,55.99117,-166.407,D-03,123,123,9.8,4,23.56333792
37,177,1987,198701,60.33317,-174.0585,Q-26,90,90,9,1.7,0
37,177,1988,198801,59.66967,-175.08767,O-28,124,124,8.5,1.8,3.540127522
37,177,1989,198901,61.66733,-173.669,U-25,70,70,8.2,-0.3,0
37,177,1990,199001,61.66833,-174.96,U-27,82,82,8.2,-1.3,0
37,177,1991,199101,57.66183,-172.78983,I-25,119,119,9.8,NA,1.752910185
37,177,1992,199201,58.67383,-174.89167,L-28,218,218,8.8,3.1,18.17669065
37,178,1983,198301,59.99083,-177.20717,P-31,139,139,8.1,1.6,0
37,178,1985,198501,56.33467,-166.42483,E-03,101,101,9.6,4.1,39.85243534
37,178,1987,198701,60.16733,-174.34583,QP2726,99,99,9.2,2.5,0
37,178,1988,198801,59.99767,-175.245,P-28,117,117,7.8,1.2,0
37,178,1989,198901,61.6655,-175.75133,U-28,95,95,9.3,0.8,0
37,178,1990,199001,61.96633,-175.004,V-27,79,79,8.5,-1.4,0
37,178,1991,199101,57.351,-172.80467,H-25,115,115,9.9,3,5.024237013
37,178,1992,199201,58.65617,-176.2005,L-30,143,143,8.6,2.9,8.267687891
37,179,1983,198301,60.32383,-177.37083,Q-31,150,150,8.6,1.8,0
37,179,1985,198501,56.66217,-166.44667,F-03,82,82,9.5,2.6,8.541284183
37,179,1987,198701,60.33067,-174.71133,Q-27,101,101,9.1,1.9,0
37,179,1988,198801,60.32617,-175.3775,Q-28,112,112,8,0.8,0
37,179,1989,198901,61.66783,-176.43083,U-29,104,104,9.5,1.5,0
37,179,1990,199001,61.6545,-176.3835,U-29,104,104,9.3,-0.2,0
37,179,1991,199101,57.01433,-172.6535,G-25,123,123,10.1,3.1,9.296623851
37,179,1992,199201,58.998,-176.31183,M-30,134,134,8.6,2.8,6.678857919
37,180,1983,198301,60.641,-177.4785,R-31,150,150,8.8,1.2,0
37,180,1985,198501,56.98533,-166.4635,G-03,71,71,9.2,1.3,0
37,180,1987,198701,60.66283,-174.82283,R-27,97,97,9.1,1.8,0
37,180,1988,198801,60.656,-175.45283,R-28,106,106,7.8,0.7,0
37,180,1990,199001,61.33617,-176.3,T-29,106,106,8.5,-0.1,0
37,180,1991,199101,56.6615,-172.56917,F-25,135,135,10,3.4,36.53311769
37,180,1992,199201,59.32683,-176.38367,N-30,135,135,8.9,2.1,1.494071524
37,181,1985,198501,57.32517,-166.46083,H-03,68,68,8.5,1.7,0
37,181,1987,198701,60.666,-175.4415,R-28,108,108,9.2,1.6,0
37,181,1988,198801,60.99117,-175.56717,S-28,102,102,8.5,-1,0
37,181,1990,199001,61.00767,-176.29333,S-29,112,112,8.9,0.3,0
37,181,1991,199101,58.67467,-175.58267,L-29,134,134,9.3,2.2,19.00679047
37,181,1992,199201,59.658,-176.53367,O-30,134,134,8.8,2,1.156335388
37,182,1985,198501,57.6545,-166.50233,I-03,64,64,7.7,2.5,0
37,182,1987,198701,60.99667,-175.55683,S-28,102,102,8.9,1.4,0
37,182,1988,198801,61.33133,-175.66417,T-28,97,97,NA,-1.1,0
37,182,1989,198901,60.99667,-177.65783,S-31,137,137,9.5,2.2,0
37,182,1990,199001,60.67917,-176.19783,R-29,117,117,9.4,0.9,0
37,182,1991,199101,58.99767,-175.74733,M-29,135,135,10,1,0
37,182,1992,199201,59.99233,-177.90033,P-32,141,141,8.8,1.7,2.627997104
37,183,1985,198501,57.98833,-166.54317,J-03,59,59,7.6,1.8,0
37,183,1987,198701,61.32933,-175.5695,T-28,95,95,8.9,1,0
37,183,1988,198801,61.9965,-175.90383,V-28,93,93,7.1,-1.5,0
37,183,1989,198901,60.99633,-176.95733,S-30,121,121,9.7,2,1.870639218
37,183,1990,199001,60.33817,-176.02383,Q-29,121,121,9.6,1.4,1.276922311
37,183,1991,199101,59.32883,-175.7475,N-29,137,137,10.2,1.3,0
37,183,1992,199201,59.99467,-177.2165,P-31,137,137,9,1.9,1.157128393
37,184,1985,198501,57.99267,-167.7985,J-01,66,66,NA,NA,0
37,184,1987,198701,61.662,-175.79183,U-28,93,93,8.7,1.6,0
37,184,1988,198801,61.68183,-175.76033,U-28,95,95,7.2,-1.5,0
37,184,1989,198901,61,-176.30533,S-29,112,112,9.8,2.1,2.688942417
37,184,1990,199001,59.9795,-175.93233,P-29,130,130,9.1,1.7,1.716949721
37,184,1991,199101,59.6755,-175.8685,O-29,137,137,9.8,1.6,0
37,184,1992,199201,60.32317,-177.38633,Q-31,144,144,9.1,1.6,0
37,185,1985,198501,57.67317,-167.75867,I-01,68,68,8.1,1.4,0
37,185,1987,198701,61.66433,-176.45967,U-29,106,106,9,0.9,0
37,185,1988,198801,61.66533,-176.42567,U-29,104,104,7.7,-0.4,0
37,185,1989,198901,60.999,-175.59733,S-28,102,102,9.7,2.2,3.337659566
37,185,1990,199001,59.6655,-175.86117,O-29,135,135,9.1,1.7,6.877579092
37,185,1991,199101,60.00833,-175.92733,P-29,128,128,9.5,1.2,0
37,185,1992,199201,60.65667,-177.50283,R-31,146,146,8.8,1.5,0
37,186,1985,198501,57.34567,-167.73117,H-01,71,71,8.5,2.1,0
37,186,1987,198701,61.33833,-176.29817,T-29,106,106,9.1,1.1,0
37,186,1988,198801,61.34283,-176.94433,T-30,115,115,9.1,1.5,0
37,186,1989,198901,60.6815,-175.45783,R-28,106,106,9.7,2.5,5.181022777
37,186,1990,199001,59.34517,-175.76283,N-29,137,137,9,1.7,2.855571296
37,186,1991,199101,60.31783,-176.0545,Q-29,123,123,9.8,0.9,0
37,186,1992,199201,60.6555,-178.198,R-32,161,161,8.5,2,5.269564576
37,187,1985,198501,57.0135,-167.73633,G-01,75,75,8.6,1.8,0
37,187,1987,198701,61.00233,-176.27783,S-29,112,112,9.4,1.5,0
37,187,1988,198801,61.01217,-176.96583,S-30,121,121,8.5,0.5,0
37,187,1989,198901,60.3435,-175.40783,Q-28,110,110,9.7,2.6,12.19784203
37,187,1990,199001,59.00417,-175.7345,M-29,134,134,8.9,1.8,14.19122134
37,187,1991,199101,60.6575,-176.03783,R-29,117,117,NA,0.2,0
37,187,1992,199201,60.9905,-177.63883,S-31,135,135,8.7,1.5,0.849512536
37,188,1985,198501,56.67383,-167.67767,F-01,102,102,9.2,3.4,59.18098255
37,188,1987,198701,60.99867,-176.96183,S-30,121,121,9.3,1.7,0
37,188,1988,198801,60.66017,-176.76383,R-30,130,130,8.2,1.5,0
37,188,1989,198901,60.338,-176.0005,Q-29,121,121,9.9,2.5,15.30711819
37,188,1990,199001,58.74333,-175.6015,L-29,132,132,9.1,3,21.48876435
37,188,1991,199101,60.96383,-176.23217,S-29,113,113,10.7,-0.2,0
37,189,1985,198501,56.34867,-168.88267,E-19,126,126,9.3,4,44.05715976
37,189,1987,198701,60.99783,-177.62717,S-31,134,134,9.3,1,0
37,189,1988,198801,60.27533,-176.69433,Q-30,137,137,8.6,1.4,0
37,189,1989,198901,60.333,-176.70367,Q-30,135,135,10.2,2.1,1.429207718
37,189,1990,199001,58.69483,-176.87783,L-31,132,132,8.7,2.4,7.230248119
37,189,1991,199101,61.63767,-176.43367,U-29,104,104,10,-0.6,0
37,190,1985,198501,56.337,-168.24833,E-18,152,152,9.2,4.5,72.63359248
37,190,1988,198801,60.00433,-176.72083,P-30,141,141,9.6,2,1.501123516
37,190,1989,198901,60.32967,-177.33983,Q-31,148,148,10.3,1.7,0.434097942
37,190,1990,199001,58.97983,-177.51883,M-32,134,134,9.2,2.5,22.94732895
37,190,1991,199101,61.35217,-176.40833,T-29,108,108,10.4,-0.4,0
37,191,1985,198501,56.01083,-168.192,D-18,146,146,9.2,4.3,0
37,191,1988,198801,59.67717,-176.54017,O-30,135,135,9.8,2.1,4.029663968
37,191,1989,198901,59.67,-177.09,O-31,165,165,10.1,2.7,1.226644284
37,191,1990,199001,59.01483,-177.007,M-31,137,137,9.3,2.1,17.37492897
37,191,1991,199101,61.34,-176.93917,T-30,117,117,10,-0.1,0
37,192,1985,198501,56.00083,-167.63283,D-01,132,132,9.6,4.6,32.52595318
37,192,1987,198701,60.6665,-178.17167,R-32,161,161,8.9,1.2,4.600540794
37,192,1988,198801,59.34067,-176.38433,N-30,135,135,9.9,2.9,1.027225745
37,192,1989,198901,59.65933,-176.54383,O-30,135,135,9.9,1.8,0.408345062
37,192,1990,199001,59.31917,-177.0555,N-31,150,150,9.2,1.7,6.475092948
37,192,1991,199101,61.0295,-177.56817,S-31,135,135,10,NA,0
37,193,1985,198501,56.32633,-167.65567,E-01,130,130,9.6,4.7,68.17476318
37,193,1987,198701,60.66683,-177.496,R-31,146,146,9.1,0.9,0
37,193,1988,198801,59.00783,-176.29733,M-30,137,137,9.2,2.5,14.77152062
37,193,1989,198901,59.66233,-175.88583,O-29,137,137,10,2.5,14.46832184
37,193,1990,199001,59.66383,-177.134,O-31,170,170,9.2,2.4,66.56829631
37,193,1991,199101,60.98,-177.003,S-30,124,124,10.2,0.4,0
37,194,1985,198501,56.70267,-168.93367,F-19,97,97,9,4,0
37,194,1987,198701,60.66983,-176.77683,R-30,130,130,9.1,2,0
37,194,1988,198801,58.69167,-176.20017,L-30,137,137,9.3,2.9,9.696244721
37,194,1989,198901,59.66683,-175.12883,O-28,124,124,9.9,2.7,17.2455058
37,194,1990,199001,59.99483,-177.81867,P-32,141,141,10,1.1,1.27117346
37,194,1991,199101,60.6605,-176.967,R-30,134,134,9.8,0.9,0
37,195,1985,198501,56.82,-169.23983,GF2019,80,80,9.2,3.7,0
37,195,1987,198701,60.658,-176.17867,R-29,119,119,9.1,2.1,0
37,195,1989,198901,59.01417,-174.99317,M-28,130,130,9.4,3,40.57568786
37,195,1990,199001,59.9965,-177.27283,P-31,135,135,9.9,1.1,2.22591314
37,195,1991,199101,60.6585,-177.47583,R-31,148,148,9.6,NA,0
37,196,1985,198501,56.99217,-168.955,G-19,79,79,9.3,2.8,0
37,196,1987,198701,60.33067,-175.39933,Q-28,110,110,9.7,2,0
37,196,1989,198901,59.00033,-175.721,M-29,134,134,9.9,2.7,17.00960721
37,196,1990,199001,60.32633,-177.3845,Q-31,146,146,10,0.8,0.489038496
37,196,1991,199101,60.673,-178.14967,R-32,163,163,10.6,1.4,0
37,197,1985,198501,57.15233,-169.3015,HG2019,70,70,9.3,3.6,0
37,197,1987,198701,60.3315,-176.05283,Q-29,121,121,9.8,2,0
37,197,1989,198901,58.997,-176.2915,M-30,135,135,10.5,2.5,7.829532405
37,197,1990,199001,60.66267,-177.50783,R-31,146,146,10,0.7,0
37,197,1991,199101,60.35483,-177.4055,Q-31,150,150,10.2,0.8,0
37,198,1985,198501,57.32767,-168.9965,H-19,68,68,9.4,3.3,0
37,198,1987,198701,60.3315,-176.73267,Q-30,137,137,9.5,1.3,0
37,198,1989,198901,58.68733,-176.78717,L-31,134,134,10.6,NA,13.38271707
37,198,1990,199001,60.66767,-178.09917,R-32,161,161,10.8,1.6,5.67014717
37,198,1991,199101,60.3295,-176.72533,Q-30,139,139,9.6,1,0
37,199,1985,198501,57.49683,-169.2105,IH2019,70,70,9.5,2.2,0
37,199,1987,198701,60.31633,-177.37867,Q-31,148,148,8.9,1.8,0
37,199,1989,198901,58.667,-176.1935,L-30,139,139,10.8,3.3,26.77027403
37,199,1991,199101,60.01717,-176.71217,P-30,143,143,9.3,0.9,0
37,200,1985,198501,57.662,-169.03483,I-19,66,66,9.4,1.9,0
37,200,1987,198701,59.99817,-177.19083,P-31,137,137,9.1,1.6,0
37,200,1989,198901,58.66533,-175.5285,L-29,134,134,10,3,44.78329144
37,200,1991,199101,60.017,-177.22283,P-31,137,137,9.8,0.9,0
37,201,1985,198501,57.82583,-169.37933,JI2019,64,64,9.5,2.2,0
37,201,1987,198701,59.99933,-176.679,P-30,141,141,9.3,1.6,0
37,201,1989,198901,58.6885,-174.90183,L-28,188,188,9.7,3.4,184.1639443
37,201,1991,199101,59.9935,-177.876,P-32,141,141,9.7,0.9,0
37,202,1985,198501,57.999,-169.092,J-19,66,66,9.5,1.4,0
37,202,1987,198701,59.9795,-175.90183,P-29,128,128,9.7,2.4,0
37,202,1989,198901,55.67817,-168.19533,C-18,135,135,11.3,3.8,6.894546411
37,202,1991,199101,59.68167,-177.21617,O-31,177,177,9.8,2.1,46.87503329
37,203,1985,198501,58.00083,-170.3065,J-21,71,71,9.4,2.3,0
37,203,1987,198701,59.996,-175.259,P-28,115,115,10,2.4,0
37,203,1991,199101,59.66367,-176.52917,O-30,137,137,9.1,1.1,0
37,204,1985,198501,57.838,-170.60017,JI2221,75,75,9.4,3.8,0
37,204,1987,198701,59.99017,-174.58317,P-27,108,108,9.6,2.5,3.866088342
37,204,1991,199101,59.35567,-176.39283,N-30,137,137,9,1,1.932627522
37,205,1985,198501,57.34033,-170.2645,H-21,55,55,9.5,5.9,0
37,205,1987,198701,59.82917,-174.20017,PO2726,106,106,9.8,2.7,11.29139354
37,205,1991,199101,59.321,-176.97617,N-31,146,146,9.8,2.1,7.071915212
37,206,1985,198501,57.608,-170.27367,I-21,70,70,9.4,3.5,0
37,206,1987,198701,59.9905,-173.878,P-26,95,95,9.7,2.3,0
37,206,1991,199101,59.0185,-177.56017,M-32,135,135,NA,2.6,4.985281914
37,207,1985,198501,57.53117,-170.4095,IH2221,71,71,NA,NA,0
37,207,1987,198701,59.65467,-173.8595,O-26,102,102,10,2.6,10.3797572
37,207,1991,199101,58.97233,-177.023,M-31,134,134,9.7,2,0
37,208,1987,198701,59.32033,-173.79217,N-26,108,108,10.1,3.2,21.75630678
37,208,1991,199101,58.689,-176.82617,L-31,134,134,9.4,2,3.214862093
37,209,1987,198701,58.98933,-173.71217,M-26,117,117,9.9,3.5,0
37,209,1991,199101,58.696,-176.18917,L-30,137,137,9.1,2.6,59.41007941
37,210,1987,198701,58.65233,-173.6255,L-26,124,124,9.6,3.9,13.66426921
37,210,1991,199101,58.99467,-176.3015,M-30,137,137,9.2,3,0
37,211,1987,198701,58.32717,-173.59083,K-26,115,115,9.6,3.9,21.91840673
37,211,1991,199101,59.329,-175.16433,N-28,135,135,9.2,2.2,27.52395272
37,212,1987,198701,58.30917,-174.2755,K-27,150,150,9.7,4,28.60705109
37,212,1991,199101,59.67467,-175.12333,O-28,126,126,9.2,1.6,9.455332722
37,213,1991,199101,59.9925,-175.29367,P-28,119,119,8.9,1,0
